title,og_title,url,lang,content,publishedDate,dateObject
Protesters ransack SP office in Arunachal Pradesh,Protesters ransack SP office in Arunachal Pradesh,https://timesofindia.indiatimes.com/city/itanagar/protesters-ransack-sp-office-in-arunachal-pradesh/articleshow/69126712.cms,en,"ITANAGAR: Tension prevailed at Koloriang in Kurung Kumey district of Arunachal Pradesh on Monday after a group of protesters , mostly women, attacked the SP office there demanding immediate arrest of the killer of Papu village gaonburha (headman) Bengia Tamang. Infuriated over the lackadaisical attitude of the police, particularly the SP, the agitators demanded suspension of the SP, a source said. Later, the protesters broke into the SP's office and ransacked office furniture, computers and racks. They also marched towards DC Santosh Kumar Rai's office and locked the main entrance gate. Confirming that the protesters were demanding early arrest of the culprit, the DC said he has assured them of doing the needful. Bengia Welfare Society, in a representation to DC on April 26 last, had placed the same demand. On the other hand, a bundle of gelatin sticks was recovered from the Koloriang helipad on Sunday morning, a source said, adding that helicopters transporting EVMs after repolling could have been targeted. Sporadic poll-related violence was witnessed in this district since the announcement of election dates. A car on election duty was burnt down in a place between Kurung Bridge point and Parsi Parlo road by miscreants on Sunday. On the other hand, supporters of Palin BJP candidate Balo Raja have urged the CEO to ensure foolproof security of EVMs of Kurung Kumey and Kra Daadi district at Koloriang. ",01 May 2019,2019-05-01 07:33:04
MP: Boy injured as mobile phone bursts in Mandsaur village,MP: Boy injured as mobile phone bursts in Mandsaur village,https://timesofindia.indiatimes.com/city/indore/mp-boy-injured-as-mobile-phone-bursts-in-mandsaur-village/articleshow/69125754.cms,en,"INDORE: A boy sustained injuries on his hand when a mobile phone, kept for charging, burst in Sasari Piplia village of Mandsaur district on Tuesday. The incident took place when parents of Vishal Suryavanshi , were out working on a farmland and had kept their phone on charging mode in their home, Sitamau police said. The boy was apparently playing with the phone, when it burst, they said, adding he was rushed to a hospital in Sitamau and later referred to Ujjain. The police were unable to ascertain the model of the phone used by child’s father Mohan Suryavanshi. Doctors at hospital in Ujjain claimed that the boy has received injuries on his left palm and was being treated. He was out of danger. ",01 May 2019,2019-05-01 06:29:53
Satra row: Students turn up with black badges in protest,Satra row: Students turn up with black badges in protest,https://timesofindia.indiatimes.com/city/guwahati/satra-row-students-turn-up-with-black-badges-in-protest/articleshow/69110433.cms,en,"GUWAHATI: Situation turned tense in Auniati High School at Majuli , the revered seat of Assamese culture and a hub of neo-Vaishnavism on Monday, as a section of students boycotted class and joined protest in support of the school headmaster, who is facing a probe for cutting off the hair of 17 students, defying a 500-year-old neo-Vaishnavite practice. Controversy spurted in the school on Saturday, after headmaster Prashanta Dulakashariya forcefully trimmed hair of the students, who, being the followers of the traditions of the satras or Vaishnavite monasteries in Assam , kept long hair. While the satra fraternity wants action against the school headmaster Prashanta Dulakashariya, many other students and their guardians stood by the school head. The Majuli district unit of the All Assam Students' Union, on the other hand, is adamant on suspension of Dulakashariya. At the call of district unit of the students' body, school children in different schools across Majuli came to their classes wearing black badges on Monday. The Majuli district administration is conducting a probe into the matter through the district inspector of schools, but it's yet to reach a conclusion. Considering the gravity of the matter and its religious implications, officials from the state directorate of secondary education has also reached Majuli on Monday. ""We are duty-bound to maintain peaceful conduct of classes in the school. But, unless the inquiry is completed, we cannot take action against anyone,"" said Majuli deputy commissioner, Debaprasad Misra. ",30 Apr 2019,2019-04-30 07:23:02
Mormugao council drivesees protest,Mormugao council drivesees protest,https://timesofindia.indiatimes.com/city/goa/mormugao-council-drivesees-protest/articleshow/69104787.cms,en,"VASCO: While the staff of Mormugao Municipal Council (MMC) were clearing the footpath encroachments by the businessmen in Vasco , an owner of store threatened them to kill herself if her items were touched by them. The police had to intervene and get the sitiation under control. During the drive several items worth around Rs 50,000 were seized. MMC chief officer Agnelo Fernandes said that at any cost the encroachment shall not be tolerated by the municipality. Fernandes will file a police complaint against the woman. ",30 Apr 2019,2019-04-30 07:38:28
Student protests lead to partial shutdown of HNBGU,Student protests lead to partial shutdown of HNBGU,https://timesofindia.indiatimes.com/city/dehradun/student-protests-lead-to-partial-shutdown-of-hnbgu/articleshow/69103098.cms,en,"DEHRADUN: Two days after over 150 persons including several students of Hemvati Nandan Bahuguna Garhwal University (HNBGU) were booked under various sections of the Indian Penal Code for “holding the entire university staff hostage” , the members of various student unions of HNBGU continued their agitation on Monday leading to a partial shutdown of the varsity. The protests, which were in support of terminated outsourced employees who were fired by the university sometime back, not only disturbed classes but also led to the cancellation of practical exams. In a further embarrassment for the university authorities, the agitating students disrupted a workshop organised by a private education society in the varsity campus which was being attended by delegates from across India. Meanwhile, the university registrar threatened to lodge a police complaint against agitating students if their protest continued to impact the academic session. Talking to TOI, Annpurna Nautiyal, acting vice-chancellor of the university said that the student union members were “protesting for something that has nothing to do with them.” “They are protesting for the employees of a third-party agency and we are not at all associated with these employees. Their protest is illogical and this is the reason we are finding it difficult to pacify them,” she added. However, countering the VC’s claim, Ayush Miyan, president of Jai Ho group (a student union), told TOI that the students are not only fighting for the permanent appointment of outsourced employees but also for 15 other major demands that includes proper exams, timely results and scrutiny of the answer-sheets. “We have decided to fight for the outsourced employees because the university didn’t even bother for those class-4 employees who have been serving here since decades. All of these outsourced employees are poor locals of Srinagar and it is their right to get permanent position in the institution they have been working in,” said Miyan. ",30 Apr 2019,2019-04-30 08:30:14
Bullock cart owners stage novel protest to reopen sand quarries,Bullock cart owners stage novel protest to reopen sand quarries,https://timesofindia.indiatimes.com/city/trichy/bullock-cart-owners-stage-novel-protest-to-reopen-sand-quarries/articleshow/69104853.cms,en,"TRICHY: Aggrieved owners of bullock carts resorted to ‘Kanji Thotti’ (gruel centre) protest near Trichy district collector office insisting on reopening of sand quarries for them, here on Monday. Lamenting that the closure of the quarries in River Cauvery and Kollidam took a toll on their livelihood, as many as 500 men and women took part in the novel protest. The protestors served the gruel among themselves to underline that they were on the verge of poverty due to the closure of the exclusive sand quarries for the bullock carts which met the demands of the construction units in local areas. Being the residents of Kambarasampettai, Muthrasanallur, Pazhoor, Murungapettai and few others villages in Trichy, their livelihood was dependent on sand mining in government permitted quarries. The closure of the quarries following the Madurai bench of Madras high court ban put their income at stake since August 2018. With scarcity for river sand on the rise due to the closure of many quarries in Cauvery and Kollidam rivers, sand cart carried a small amount of sand from the permitted limited places and supplied them to local areas for construction purposes. The quarries allotted for the bullock carts were also closed gradually forcing them to stage protests for the past one year. As per the agreement signed at the peace meeting a few months back, it was assured to run the quarry at Ariyur across Kollidam River and at Keezha Mullaikudi across Cauvery River. Yet, the officials failed to keep up their promise prompting them to jump into a protest on Monday. As their protest gained momentum, the district administration held talks with them and assured to open the quarries soon after the lifting of model code of conduct (MCC) on May 23, 2019. Following which the protesters dispersed. ",30 Apr 2019,2019-04-30 07:48:55
Nagpur University to reconduct engineering paper after students protest,Nagpur University to reconduct engineering paper after students protest,https://timesofindia.indiatimes.com/city/nagpur/university-to-reconduct-engg-paper-after-students-protest/articleshow/69120364.cms,en,"NAGPUR: After intense protest from the aggrieved students , Nagpur University has decided to reconduct a paper of engineering faculty but has not confirmed new dates. According to the aggrieved students, the paper of ‘Network Analysis and Synthesis (NAS)’ held on April 15 was partially “out of syllabus”. These questions amounted to almost 35-40 marks which are essential to clear any examination. They claimed that such happenings are regular in NU nowadays but the office bearers from its exam section are not ready to accept their blunders. It often leads to many of them failing in the exams. Even this paper would have met the same fate had senior Senate member Manmohan Bajpayee wouldn’t have come to support the students. Board of Examination and Evaluation (BoEE) director (officiating) Anil Hirekhan confirmed to TOI that they have decided to reconduct the examination of ‘Network Analysis and Synthesis (NAS)’, but refused to comment further. When asked on whether the NU panel had recommended it and how many questions were “out of syllabus”, he said, he will talk to media on Wednesday. Earlier, the students came to meet pro-VC Pramod Yeole and submitted a representation signed by many demanding rescheduling of the paper. The pro-VC had told TOI last week that they were examining the issue and would take any decision appropriately. The harried students claimed that in the April 15 paper, two units — frequency selective networks and filters and attenuators — were not covered. On the other hand, there were four questions from first unit despite there being a rule that only two questions can be given from a particular unit. “This disruption in the question paper pattern completely changes the importance of a specific topic which was evened out by the rules,” they said. The students complained that they can’t be expected to solve questions which were out of their curriculum. “All the discrepancies, if combined, amounted to at least 35-40 marks. Due to the mismanagement of the college, we are suffering ultimately and fear of failing in the paper. Re-examination is only alternative now to save our precious academic careers,” they said. NU exam section officials earlier said that out of the many students who appeared for the examination, only a few were seeking re-examination, which puts them in a difficult position. They claimed that in such cases, a conclusive measure could be drawn out only after the correction of the question papers. After evaluating the difficulty faced by students in attempting the paper, NU will come out with an answer to whether a re-examination is needed or not, they said. ",01 May 2019,2019-05-01 05:34:11
Kolkata: Protest over patient refusal,Kolkata: Protest over patient refusal,https://timesofindia.indiatimes.com/city/noida/nigerian-brothers-arrested-for-trying-to-rape-woman-at-home/articleshow/69109762.cms,en,"KOLKATA: Locals on Monday night blocked Gobinda Auddy Road in Chetla alleging two government hospitals of denying medical treatment to Bappi Das (43), a resident of Chetla. Kolkata Municipal Corporation mayor Firhad Hakim, who is the councillor from the ward, intervened and Das was taken to a private hospital off EM Bypass. According to relatives, Das, a driver by professsion, has been suffering from cardiac problems. ""For two weeks, we have been shuttling between two hospitals. We resorted to the road blockade out of desperation. We are thankful that Hakim stepped in and helped us,"" said a relative. ",30 Apr 2019,2019-04-30 06:50:17
"Just 15 get to enter fray, farmers protest","Just 15 get to enter fray, farmers protest",https://timesofindia.indiatimes.com/elections/lok-sabha-elections-2019/uttar-pradesh/news/just-15-get-to-enter-fray-farmers-protest/articleshow/69105682.cms,en,"HYDERABAD: About 100 turmeric farmers and a large group of fluorosis victims and activists were in for disappointment on Monday as they were unable to file nominations in Varanasi, against PM Narendra Modi . Only 15 farmers and two activists could file papers as they were unable to produce 10 proposers each. A candidate from a recognised national or state party needs one proposer while an independent needs 10 proposers at the time of nomination. The proposers must be from the constituency the candidate wishes to contest from. On Monday, the last date for filing nominations for Varanasi which goes to the polls on May 19, only 15 farmers from Telangana and Tamil Nadu were able to file their nominations. Those turned away staged a dharna in front of the Varanasi collectorate and threatened to take the matter to EC. “They have imposed rules which are not prescribed by the EC. They insisted that we physically present the 10 proposers and that their mere signatures or thumb impressions will not do. This is not part of the rules and the whole move appears to have been created to prevent us from contesting,” said Deivasigamani PK, a farmer from Tamil Nadu and president of Turmeric Farmers Association. The farmers said they were hounded by local authorities for three days and not allowed to get local proposers. “Officials insisted we physically present proposers. Though we did arrange for proposers, they were not allowed to enter the premises,” said Kotapati Narasimham Naidu, Turmeric Farmers Association president from Telangana. ",30 Apr 2019,2019-04-30 00:40:26
"Telangana: Police foil ‘chalo BIE’ rally, Opposition claims maha success","Telangana: Police foil ‘chalo BIE’ rally, Opposition claims maha success",https://timesofindia.indiatimes.com/city/hyderabad/police-foil-chalo-bie-rally-oppn-claims-maha-success/articleshow/69104335.cms,en,"HYDERABAD: Police foiled the ‘chalo TSBIE’ rally planned by opposition parties here on Monday by effecting large-scale arrests of leaders and keeping them under house arrest since Sunday midnight. However, Congress and other parties said their maha dharna was a grand success as they thwarted attempts by the TRS government to suppress their voice. State BJP president K Laxman, who launched an indefinite hunger strike outside the party office in the morning in protest against the Intermediate exam results fiasco, was taken away by police and later admitted to a hospital. Preventive arrests were largely made in Hyderabad, Rangareddy and almost all other districts. The leaders condemned the ‘dictatorial’ attitude of chief minister K Chandrasekhar Rao for suppressing their voice against failures of his government. They said the government cannot wash its hands of the muddle by taking action against ‘small fish’ while leaving out the ‘big fish’ responsible for the goof-up and suicides by students. AICC secretary V Hanumantha Rao threw a challenge at TRS working president KT Rama Rao to come to Peddamma temple in Jubilee Hills on Tuesday and swear on goddess that he does not know Globarena technologies as claimed by him during an interaction with the citizens on Twitter. Former minister J Geetha Reddy said she along with other women leaders were bundled into a van by male cops. “It is highly condemnable,” she said and demanded that names of politicians who had connection with Globarena Technologies be made public and education minister G Jagadish Reddy be sacked. CLP leader Mallu Bhatti Vikramarka, who is touring assembly constituencies of Congress MLAs who have defected to TRS, said: “The government is focusing on purchasing MLAs as a result of which it does not have control over BIE that had resulted in the goof-up.” ",30 Apr 2019,2019-04-30 06:01:49
