og_title,title,lang,url,publishedDate,dateObject
MUI Ajak Warga Salat Gaib untuk Korban Penembakan di Masjid New Zealand,MUI Invites Residents to Occult Prayers for Victims of Shooting at the New Zealand Mosque,id,https://news.detik.com/berita/d-4474466/mui-ajak-warga-salat-gaib-untuk-korban-penembakan-di-masjid-new-zealand,19 Mar 2019,2019-03-19 15:54:00
"Di Turki, Menjadi Gay Bisa Membuat Anda Kehilangan Pekerjaan","In Turkey, Being Gay Can Make You Work Loss",id,https://news.detik.com/dw/d-4474431/di-turki-menjadi-gay-bisa-membuat-anda-kehilangan-pekerjaan,19 Mar 2019,2019-03-19 15:44:00
"Sebut Penyebar Hoaks Tak Beradab, Buya Syafii: Media Jangan Diam!","Call the Unbelievable Hoax Diffuser, Buya Syafii: Media Do Not Be Silent!",id,https://news.detik.com/berita-jawa-tengah/d-4474173/sebut-penyebar-hoaks-tak-beradab-buya-syafii-media-jangan-diam,19 Mar 2019,2019-03-19 13:27:00
"Teror Christchurch, Tanda Kebangkitan Ancaman Baru Ekstrem Kanan","The Christchurch Terror, a Sign of the Extreme Right New Awakening Rise",id,https://news.detik.com/bbc-world/d-4474037/teror-christchurch-tanda-kebangkitan-ancaman-baru-ekstrem-kanan,19 Mar 2019,2019-03-19 12:25:00
Ini Cara Sandi Tenangkan Pendukungnya Agar Tak Terpengaruh Provokasi,This is the Way the Password Calms the Supporters to Not Affect Provocation,id,https://news.detik.com/berita-jawa-timur/d-4473958/ini-cara-sandi-tenangkan-pendukungnya-agar-tak-terpengaruh-provokasi,19 Mar 2019,2019-03-19 11:19:00
Melempar Telur ke Politisi Sudah Lama Jadi Tradisi di Australia,Throwing Eggs at Politicians Has Long Been Tradition in Australia,id,https://news.detik.com/abc-australia/d-4473737/melempar-telur-ke-politisi-sudah-lama-jadi-tradisi-di-australia,19 Mar 2019,2019-03-19 10:13:00
Kesaksian Mahasiswa Indonesia Usai Serangan di Masjid New Zealand,Testimony of Indonesian Students After the Attack on the New Zealand Mosque,id,https://news.detik.com/bbc-world/d-4473773/kesaksian-mahasiswa-indonesia-usai-serangan-di-masjid-new-zealand,19 Mar 2019,2019-03-19 09:35:00
"Sering Dipukuli Ayah Sejak Bayi, Bocah Ini Kehilangan Kakinya","Often beaten by a father since a baby, this kid loses his leg",id,https://health.detik.com/berita-detikhealth/d-4473783/sering-dipukuli-ayah-sejak-bayi-bocah-ini-kehilangan-kakinya,19 Mar 2019,2019-03-19 09:21:00
Caleg Pemerkosa Anak Akhiri Pelarian karena Dibujuk Istri yang Hamil Tua,Child Rapist Candidates End the Escape because they are Persuaded by Old Pregnant Wives,id,https://news.detik.com/berita/d-4473763/caleg-pemerkosa-anak-akhiri-pelarian-karena-dibujuk-istri-yang-hamil-tua,19 Mar 2019,2019-03-19 09:20:00
Hat-trick Ronaldo Sampai Bikin McGregor Terinspirasi,Ronaldo Hat-trick Until Inspired McGregor,id,https://sport.detik.com/sepakbola/uefa/d-4473556/hat-trick-ronaldo-sampai-bikin-mcgregor-terinspirasi,19 Mar 2019,2019-03-19 04:26:00
"Sampaikan Belasungkawa, Menlu Kutuk Penembakan di Utrecht","Convey Condolences, Minister of Foreign Affairs Curses the Shooting in Utrecht",id,https://news.detik.com/berita/d-4473538/sampaikan-belasungkawa-menlu-kutuk-penembakan-di-utrecht,19 Mar 2019,2019-03-19 01:02:00
Karangan Bunga Duka Cita dari PSI di Kedubes New Zealand,Condolence Wreaths from PSI at the New Zealand Embassy,id,https://news.detik.com/berita/d-4473482/karangan-bunga-duka-cita-dari-psi-di-kedubes-new-zealand,18 Mar 2019,2019-03-18 19:12:00
Bos Geng Motor Penusuk Pria di Daan Mogot Arahkan Anggota Agar Sadis di Jalan,Stabbing Motorcycle Gang Boss Man in Daan Mogot Directs Members To Be Sadistic on the Road,id,https://news.detik.com/berita/d-4473218/bos-geng-motor-penusuk-pria-di-daan-mogot-arahkan-anggota-agar-sadis-di-jalan,18 Mar 2019,2019-03-18 18:53:00
"Kirim Pesan WhatsApp Kasar ke Teman, Hamid Dibui 21 Hari","Send a rough WhatsApp message to friends, Hamid was jailed for 21 days",id,https://news.detik.com/berita/d-4473139/kirim-pesan-whatsapp-kasar-ke-teman-hamid-dibui-21-hari,18 Mar 2019,2019-03-18 18:13:00
Pemerintah China: Hampir 13 Ribu Teroris Ditangkap di Xinjiang,Chinese Government: Nearly 13 Thousand Terrorists Arrested in Xinjiang,id,https://news.detik.com/internasional/d-4473061/pemerintah-china-hampir-13-ribu-teroris-ditangkap-di-xinjiang,18 Mar 2019,2019-03-18 17:34:00
Penyebab Orang Tua Gampang Marah-marah ke Anak,Causes of Parents Easy to Angry with Children,id,https://www.haibunda.com/mom-life/d-4473003/penyebab-orang-tua-gampang-marah-marah-ke-anak,18 Mar 2019,2019-03-18 17:05:00
Ideologi Kebencian,Hate Ideology,id,https://news.detik.com/kolom/d-4472634/ideologi-kebencian,18 Mar 2019,2019-03-18 14:10:00
Tragedi Christchurch dan Tangis Polisi Muslim,Christchurch Tragedy and Crying Muslim Police,id,https://news.detik.com/kolom/d-4472524/tragedi-christchurch-dan-tangis-polisi-muslim,18 Mar 2019,2019-03-18 12:40:00
"Selain Pencabulan, Caleg di Sumbar Juga akan Dikenai UU KDRT","In addition to molestation, candidates in West Sumatra will also be subject to domestic violence law",id,https://news.detik.com/berita/d-4472514/selain-pencabulan-caleg-di-sumbar-juga-akan-dikenai-uu-kdrt,18 Mar 2019,2019-03-18 12:32:00
Jejak Guru Bomber Surabaya hingga Dihukum 10 Tahun Penjara,Track Bomber Teacher Surabaya until Penalized 10 Years in Prison,id,https://news.detik.com/berita/d-4472144/jejak-guru-bomber-surabaya-hingga-dihukum-10-tahun-penjara,18 Mar 2019,2019-03-18 08:46:00
TGB Sebut Serangan di New Zealand Bukti Teroris Tak Kenal Agama,TGB Call Attack in New Zealand Terrorist Evidence Unknown to Religion,id,https://news.detik.com/berita/d-4471949/tgb-sebut-serangan-di-new-zealand-bukti-teroris-tak-kenal-agama,18 Mar 2019,2019-03-18 04:45:00
Patut Ditiru! Sopir Gojek Bersih-bersih Masjid di Bandung,It is worth imitating! Driver for Gojek Clean-Up Mosque in Bandung,id,https://news.detik.com/berita/d-4471495/patut-ditiru-sopir-gojek-bersih-bersih-masjid-di-bandung,17 Mar 2019,2019-03-17 18:53:00
"Facebook Hapus 1,5 Juta Video Penembakan di New Zealand",Facebook Remove 1.5 Million Video Shooting in New Zealand,id,https://inet.detik.com/cyberlife/d-4471425/facebook-hapus-15-juta-video-penembakan-di-new-zealand,17 Mar 2019,2019-03-17 17:50:00
PM New Zealand Kecam Senator Australia yang Salahkan Muslim: Memalukan!,New Zealand PM condemns Australian senator who blames Muslims: Embarrassing!,id,https://news.detik.com/internasional/d-4471098/pm-new-zealand-kecam-senator-australia-yang-salahkan-muslim-memalukan,17 Mar 2019,2019-03-17 14:18:00
New Zealand Berterima Kasih Atas Simpati Indonesia Soal Teror di Masjid,New Zealand Grateful for Indonesian Sympathy About Terror at the Mosque,id,https://news.detik.com/berita/d-4470928/new-zealand-berterima-kasih-atas-simpati-indonesia-soal-teror-di-masjid,17 Mar 2019,2019-03-17 12:07:00
Tak Seorang pun Hanya Ingin Jadi Penonton,No one just wants to be a spectator,id,https://news.detik.com/kolom/d-4470833/tak-seorang-pun-hanya-ingin-jadi-penonton,17 Mar 2019,2019-03-17 11:00:00
Anggota DPR Minta Senator Australia yang Salahkan Muslim Dilarang Masuk ke RI,Members of Parliament Ask Australian Senators Who Blame Muslims Are Prohibited from Entering RI,id,https://news.detik.com/berita/d-4470770/anggota-dpr-minta-senator-australia-yang-salahkan-muslim-dilarang-masuk-ke-ri,17 Mar 2019,2019-03-17 09:49:00
Rusuh! Massa Rompi Kuning Menjarah dan Membakar Toko Mewah Paris,Rush! Yellow Mass Vest Loot and Burn Paris Luxury Shop,id,https://news.detik.com/internasional/d-4470636/rusuh-massa-rompi-kuning-menjarah-dan-membakar-toko-mewah-paris,17 Mar 2019,2019-03-17 03:28:00
Polisi Tembak Sopir Taksi Online Palsu yang Peras dan Lukai Penumpang,Police Shoot The Squeeze Fake Taxi Online Driver and Passenger Injury,id,https://news.detik.com/berita/d-4470606/polisi-tembak-sopir-taksi-online-palsu-yang-peras-dan-lukai-penumpang,16 Mar 2019,2019-03-16 23:37:00
Memulihkan Trauma Anak yang Jadi Korban Aksi Penembakan,Restoring Trauma of Children Who Become Victims of Shooting Action,id,https://www.haibunda.com/psikologi/d-4470382/memulihkan-trauma-anak-yang-jadi-korban-aksi-penembakan,16 Mar 2019,2019-03-16 18:58:00
Kominfo Ajak Santri di Purbalingga Tangkal Hoax,Kominfo Invites Santri in Purbalingga to Take Off Hoaxes,id,https://inet.detik.com/cyberlife/d-4470262/kominfo-ajak-santri-di-purbalingga-tangkal-hoax,16 Mar 2019,2019-03-16 17:06:00
"RUU P-KS Disebut Legalkan Zina, Bamsoet: Itu Ngawur dan Omong Kosong","The P-KS Bill Is Called Legitimate to Adultery, Bamsoet: It Is Inconsequential and Crap",id,https://news.detik.com/berita/d-4470178/ruu-p-ks-disebut-legalkan-zina-bamsoet-itu-ngawur-dan-omong-kosong,16 Mar 2019,2019-03-16 15:38:00
"Viral Isu Pembiusan di Mal, Pencurian Organ Tak Semudah yang Dibayangkan","Viral Anesthesia Issues in Malls, Organ Theft Is Not As Easy As Imagined",id,https://health.detik.com/berita-detikhealth/d-4470168/viral-isu-pembiusan-di-mal-pencurian-organ-tak-semudah-yang-dibayangkan,16 Mar 2019,2019-03-16 15:27:00
Tips Mengatasi Rasa Bersalah Setelah Marah-marah ke Anak,Tips to Overcome Guilt After Angry with Children,id,https://www.haibunda.com/mom-life/d-4469882/tips-mengatasi-rasa-bersalah-setelah-marah-marah-ke-anak,16 Mar 2019,2019-03-16 10:56:00
"Herannya Ma'ruf Amin, Orang Salat Ditembakin","Surprisingly, Ma&#39;ruf Amin, the People of Prayers were encouraged",id,https://news.detik.com/berita/d-4469734/herannya-maruf-amin-orang-salat-ditembakin,16 Mar 2019,2019-03-16 08:25:00
19 Kantong Berisi Potongan Jasad Manusia Ditemukan di Meksiko,19 Bags Containing Pieces of Human Bodies Found in Mexico,id,https://news.detik.com/internasional/d-4469645/19-kantong-berisi-potongan-jasad-manusia-ditemukan-di-meksiko,16 Mar 2019,2019-03-16 01:15:00
Australia Kecam Keras Senator yang Salahkan Muslim Soal Penembakan Masjid NZ,Australia condemns loudly senators who blame Muslims about NZ mosque shootings,id,https://news.detik.com/internasional/d-4469413/australia-kecam-keras-senator-yang-salahkan-muslim-soal-penembakan-masjid-nz,15 Mar 2019,2019-03-15 19:45:00
Senator Australia Salahkan Muslim Atas Aksi Teror Masjid New Zealand,Australian Senator Blames Muslims for New Zealand Mosque Terror Actions,id,https://news.detik.com/internasional/d-4469337/senator-australia-salahkan-muslim-atas-aksi-teror-masjid-new-zealand,15 Mar 2019,2019-03-15 18:49:00
Kominfo Sudah Saring 500 Konten Penembakan Brutal di New Zealand,Communication and Information Technology Already Filtered 500 Brutal Shooting Content in New Zealand,id,https://inet.detik.com/cyberlife/d-4469339/kominfo-sudah-saring-500-konten-penembakan-brutal-di-new-zealand,15 Mar 2019,2019-03-15 18:47:00
Pemimpin Dunia Mengutuk Aksi Terorisme di Masjid New Zealand,World Leaders Condemn Terrorism Action at New Zealand Mosque,id,https://news.detik.com/internasional/d-4469291/pemimpin-dunia-mengutuk-aksi-terorisme-di-masjid-new-zealand,15 Mar 2019,2019-03-15 18:25:00
Alasan Psikologis untuk Tidak Share Video Penembakan Masjid New Zealand,Psychological Reasons for Not Share New Zealand Mosque Shooting Videos,id,https://health.detik.com/berita-detikhealth/d-4469292/alasan-psikologis-untuk-tidak-share-video-penembakan-masjid-new-zealand,15 Mar 2019,2019-03-15 18:21:00
PGI Kecam Keras Penembakan Brutal di Masjid New Zealand,PGI Slams Hard Brutal Shooting at the New Zealand Mosque,id,https://news.detik.com/berita/d-4469282/pgi-kecam-keras-penembakan-brutal-di-masjid-new-zealand,15 Mar 2019,2019-03-15 18:18:00
YouTube & Facebook Angkat Bicara Soal Teror di Selandia Baru,YouTube &amp; Facebook Speak Up on Terror Problems in New Zealand,id,https://inet.detik.com/cyberlife/d-4469286/youtube--facebook-angkat-bicara-soal-teror-di-selandia-baru,15 Mar 2019,2019-03-15 18:17:00
KPU Minta Para Caleg Tak Lupa Setor LHKPN ke KPK Setelah Terpilih,KPU Asks Candidates Not Forget To Deposit LHKPN to KPK After Election,id,https://news.detik.com/berita/d-4469221/kpu-minta-para-caleg-tak-lupa-setor-lhkpn-ke-kpk-setelah-terpilih,15 Mar 2019,2019-03-15 17:43:00
Menkominfo: Jangan Sebar Video Penembakan di Masjid New Zealand!,The Minister of Communication and Information: Don&#39;t Spread Video Shooting at the New Zealand Mosque!,id,https://news.detik.com/berita/d-4469208/menkominfo-jangan-sebar-video-penembakan-di-masjid-new-zealand,15 Mar 2019,2019-03-15 17:43:00
Jangan Sebar Video dan Foto Penembakan Masjid di Selandia Baru!,Don&#39;t Spread Videos and Photos of Mosque Shooting in New Zealand!,id,https://inet.detik.com/cyberlife/d-4469141/jangan-sebar-video-dan-foto-penembakan-masjid-di-selandia-baru,15 Mar 2019,2019-03-15 17:00:00
"Lawan Pelecehan Seks, Louis Vuitton Tarik Koleksi Bertema Michael Jackson","Opponents of Sex Abuse, Louis Vuitton Pulls Michael Jackson Themed Collection",id,https://wolipop.detik.com/fashion-news/d-4469112/lawan-pelecehan-seks-louis-vuitton-tarik-koleksi-bertema-michael-jackson,15 Mar 2019,2019-03-15 16:41:00
Tim Antibandit Polda Metro Ringkus 186 Pelaku Kejahatan Selama 5 Hari,Antibandit Team of Polda Metro Ringkus 186 Perpetrators of Crime for 5 Days,id,https://news.detik.com/berita/d-4469125/tim-antibandit-polda-metro-ringkus-186-pelaku-kejahatan-selama-5-hari,15 Mar 2019,2019-03-15 16:40:00
"Buntut Teror Christchurch, Muslim Australia Diminta Waspada","The Aftermath of the Christchurch Terror, Australian Muslims Asked to Be Alert",id,https://news.detik.com/abc-australia/d-4469010/buntut-teror-christchurch-muslim-australia-diminta-waspada,15 Mar 2019,2019-03-15 16:11:00
Penembakan di Masjid Coreng Selandia Baru Sebagai Negara Paling Aman,Shooting at New Zealand Smiling Mosque as the Safest Country,id,https://travel.detik.com/travel-news/d-4469026/penembakan-di-masjid-coreng-selandia-baru-sebagai-negara-paling-aman,15 Mar 2019,2019-03-15 16:10:00
Go-Jek Luncurkan Fitur Anti Kekerasan Seksual,Go-Jek Launches Anti Sexual Violence Feature,id,https://oto.detik.com/motor/d-4468977/go-jek-luncurkan-fitur-anti-kekerasan-seksual,15 Mar 2019,2019-03-15 15:49:00
"Penembakan Brutal di Masjid, PM Selandia Baru: Ini Serangan Teroris!","Brutal shootings at mosques, New Zealand PM: This is a terrorist attack!",id,https://news.detik.com/internasional/d-4468857/penembakan-brutal-di-masjid-pm-selandia-baru-ini-serangan-teroris,15 Mar 2019,2019-03-15 14:48:00
"Main PUBG, 10 Remaja di India Ditangkap Polisi","Playing PUBG, 10 Teenagers in India Arrested by Police",id,https://inet.detik.com/games-news/d-4468536/main-pubg-10-remaja-di-india-ditangkap-polisi,15 Mar 2019,2019-03-15 11:35:00
"Ada Daging Busuk Menjijikkan di Kantin Sekolah China, Publik Marah","There is Disgusting Rotten Meat in the Chinese School Canteen, Angry Public",id,https://news.detik.com/bbc-world/d-4468323/ada-daging-busuk-menjijikkan-di-kantin-sekolah-china-publik-marah,15 Mar 2019,2019-03-15 09:20:00
"Polisi Kembali Salah Tangkap, Yanu Ditahan 7 Bulan Tanpa Dosa","Police Against Arrest, Yanu Detained 7 Months Without Sin",id,https://news.detik.com/berita/d-4468263/polisi-kembali-salah-tangkap-yanu-ditahan-7-bulan-tanpa-dosa,15 Mar 2019,2019-03-15 08:24:00
"Debt Collector Tarik Kendaraan Nunggak, Boleh Pakai Kekerasan?","Debt Collector Pull Vehicle Bad, Can Use Violence?",id,https://oto.detik.com/motor/d-4468237/debt-collector-tarik-kendaraan-nunggak-boleh-pakai-kekerasan,15 Mar 2019,2019-03-15 07:59:00
"Eks Panglima GAM Bersaksi di Sidang Irwandi, Cerita Soal 'Pajak Nanggroe'","Ex GAM Commander Witnesses at Irwandi Session, &#39;Nanggroe Tax&#39; Problem",id,https://news.detik.com/berita/d-4467951/eks-panglima-gam-bersaksi-di-sidang-irwandi-cerita-soal-pajak-nanggroe,14 Mar 2019,2019-03-14 21:10:00
"Tak Dibelikan Motor Lalu Tulis Surat Wasiat, Pemuda Ini Ditemukan Tewas","Not bought a motorcycle then write a will, this young man was found dead",id,https://news.detik.com/berita-jawa-timur/d-4467926/tak-dibelikan-motor-lalu-tulis-surat-wasiat-pemuda-ini-ditemukan-tewas,14 Mar 2019,2019-03-14 20:47:00
"Pukul Guru Saat Mediasi, Orang Tua Murid di Mamuju Diamankan Polisi","Hit the teacher during mediation, parents of students in Mamuju are secured by the police",id,https://news.detik.com/berita/d-4467898/pukul-guru-saat-mediasi-orang-tua-murid-di-mamuju-diamankan-polisi,14 Mar 2019,2019-03-14 20:10:00
Polisi Selidiki Pria yang Acungkan Pistol Saat Ribut di Pekanbaru,Police Investigate the Man Who Holds a Gun When Ribut in Pekanbaru,id,https://news.detik.com/berita/d-4467652/polisi-selidiki-pria-yang-acungkan-pistol-saat-ribut-di-pekanbaru,14 Mar 2019,2019-03-14 17:42:00
20 Adegan Saat Rekonstruksi Suami Bunuh Istri di Kudus,20 Scenes When Reconstruction of Husbands Kill Wives in Kudus,id,https://news.detik.com/berita-jawa-tengah/d-4467361/20-adegan-saat-rekonstruksi-suami-bunuh-istri-di-kudus,14 Mar 2019,2019-03-14 15:02:00
"Demi Anak, 2 Artis Hollywood Lakukan Suap Ujian Masuk Kampus Elite","For the sake of Children, 2 Hollywood Artists Perform Bribery in Elite Campus Entrance Exams",id,https://www.haibunda.com/parenting/d-4467217/demi-anak-2-artis-hollywood-lakukan-suap-ujian-masuk-kampus-elite,14 Mar 2019,2019-03-14 13:28:00
