data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5129620,356,IND50473,50473,"13 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Unidentified Armed Group (India)",6,,,0,60,"Southern Asia",India,"Jammu and Kashmir",Shopian,Shopian,Amshipora,33.6817,74.8441,1,"Kashmir Observer",Subnational,"On 13 Apr, mourners raised pro-separatist slogans during the funeral of a slain militant at Amshipora village (Shopian, J&K). Militants reportedly offered gun salutes at the scene. [size=no report]",0,1555409436,IND
5129629,356,IND50464,50464,"13 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","YAD: Youth Akali Dal",6,,,0,60,"Southern Asia",India,Punjab,Ludhiana,Ludhiana,Gill,30.8418,75.8507,1,"Chandigarh Tribune",Subnational,"On 13 April, members of the Youth Akali Dal demonstrated in Gill village (Ludhiana, Punjab) to oppose the dumping of factory waste on a piece of land in the village by two related MLAs. [size=no report]",0,1555409436,IND
5129650,356,IND50467,50467,"13 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","YSRCP: Yuvajana, Sramika, Rythu Congress Party",6,,,0,60,"Southern Asia",India,"Andhra Pradesh",Guntur,Tadepalle,Tadepalle,16.4846,80.6068,1,"Hans India",Subnational,"On 13 Apr, in Tadepalle (Guntur, AP), YSRCP activists, including their candidate, staged a protest dharna in front of Tadepalli police station demanding to withdraw cases against YSRCP activists who were allegedly booked on the instructions of TDP leaders. [size=no report]",0,1555409436,IND
5129687,356,IND50476,50476,"13 April 2019",2019,2,"Violence against civilians",Attack,"Military Forces of India (2014-) Rashtriya Rifles",,1,"Civilians (India)",,7,17,"Southern Asia",India,"Jammu and Kashmir",Baramulla,Rafiabad,Rafiabad,34.2916,74.4029,2,"Kashmir Observer",Subnational,"As reported on 13 Apr, RR soldiers allegedly assaulted a youth in the Rafiabad area (Baramulla, J&K).",0,1555409436,IND
5129715,356,IND50475,50475,"13 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Shopian,Shopian,Shopian,33.7165,74.8342,1,"Rising Kashmir",Subnational,"On 13 Apr, rioters clashed with state forces (assumed police) at Shopian town (J&K) as news spread of a clash between militants and state forces in the nearby Guhand area. [size=no report]",0,1555409436,IND
5129726,356,IND50461,50461,"13 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-) Indo-Tibetan Border Police Force",,1,15,"Southern Asia",India,"NCT of Delhi","New Delhi",,"Delhi-New Delhi",28.6357,77.2244,1,"DNA Daily News and Analysis",National,"On 13 April, Indo Tibetan Border Police personnel and locals clashed during a sealing drive in Mayapuri area in New Delhi (NCT of Delhi). Locals pelted stones at security personnel, who responded with the use of force; at least 13 persons were injured. [size=no report]",0,1555409436,IND
5129773,356,IND50460,50460,"13 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Haryana,Panchkula,Panchkula,Panchkula,30.6946,76.8504,1,"Chandigarh Tribune",Subnational,"On 13 April, residents of Suncity Parikrama in Sector 20 held a demonstration in Panchkula city (Haryana) to oppose the increase in maintenance charges by the management of the society. [size=no report]",0,1555409436,IND
5129777,356,IND50477,50477,"13 April 2019",2019,2,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,"Jammu and Kashmir",Baramulla,Rafiabad,Laisar,34.284,74.4103,1,"Kashmir Observer",Subnational,"As reported on 13 Apr, local residents staged a protest at Laisar village in Rafiabad tehsil (Baramulla, J&K), against an alleged assault on a youth by RR soldiers. [size=scores]",0,1555409436,IND
5129347,356,IND50422,50422,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","AAP: Aam Aadmi Party",6,,,0,60,"Southern Asia",India,"NCT of Delhi","Central Delhi",,"Delhi-Rajendra Nagar",28.6387,77.1815,1,"Hindustan Times (India)",National,"On 12 April, a number of AAP supporters demonstrated in Delhi-Rajendra Nagar (Central Delhi, NCT of Delhi) to oppose the alleged targeting of AAP health-care scheme. [size=no report]",0,1555409436,IND
5129389,356,IND50433,50433,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,Odisha,Ganjam,Hinjilicut,Hinjilicut,19.4816,84.7448,1,"Orissa TV",National,"On 12 April, BJP candidate Pitambar Acharya (assumed with his supporters) sat on dharna at Sergada Police Station in Hinjili (Odisha) alleging that the BJP workers are being threatened in violation of the Election Commission's guidelines of a free, fair and peaceful poll. [size=no report]",0,1555409436,IND
5129392,356,IND50454,50454,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,2,"Free Press Journal (India)",National,"On April 12, BJP leaders held a sit-in demonstration inside the chamber of the Chief Electoral Officer (CEO) in Kolkata city (Kolkata, West Bengal), in protest against stray incidents of violence during and after elections in Cooch Behar. They demanded the deployment of central forces in all booths in the remaining phases of elections. [size=no report]",0,1555409436,IND
5129401,356,IND50425,50425,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BKU: Bharatiya Kisan Union; Farmers (India)",6,,,0,60,"Southern Asia",India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,"Chandigarh Tribune",Subnational,"On 12 April, BKU affiliated farmers held a demonstration in front of the District Administrative Complex in Bathinda City (Punjab) demanding that farmers be allowed to start paddy cultivation from June 5. [size=no report]",0,1555409436,IND
5129402,356,IND50426,50426,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BKU: Bharatiya Kisan Union; Farmers (India)",6,,,0,60,"Southern Asia",India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,"Chandigarh Tribune",Subnational,"On 12 April, BKU affiliated farmers followed an earlier agitation by blocking the road leading to the DC's residence and gheraoed the mini-secretariat in Bathinda City (Punjab) to press their demand for paddy cultivation to begin from June 5. [size=no report]",0,1555409436,IND
5129412,356,IND50434,50434,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Dalit Caste Group (India)",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Azamgarh,Azamgarh,Jahanaganj,25.9592,83.2714,1,"Times of India",National,"On 12 April, locals blocked the road in Loniadih village in Jahanganj block (Azamgarh, Uttar Pradesh) to demonstrate against the vandalism of a statue of Ambedkar (former Dalit leader). [size=no report]",0,1555409436,IND
5129413,356,IND50435,50435,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Dalit Caste Group (India)",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Azamgarh,Lalganj,Nawapura,26.1242,83.0967,1,"Indian Express",National,"On 12 April, locals demonstrated in Nawapura village (Azamgarh, Uttar Pradesh) after a statue of Ambedkar was vandalised (former Dalit leader). [size=no report]",0,1555409436,IND
5129414,356,IND50437,50437,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Dalit Caste Group (India)",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Jaunpur,Machhlishahr,"Katahit Khas",25.7165,82.4407,1,"Indian Express",National,"On 12 April, locals demonstrated in Katahit Khas village (Jaunpur, Uttar Pradesh) after a statue of Ambedkar was vandalised (former Dalit leader). [size=no report]",0,1555409436,IND
5129415,356,IND50442,50442,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Dalit Caste Group (India)",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Jaunpur,Machhlishahr,Machhlishahr,25.6856,82.411,1,"Times of India",National,"On 12 April, locals blocked the Baraipur road in Machhlishahar tehsil (Machhlishahar, Uttar Pradesh) to demonstrate against the vandalism of a statue of Ambedkar (former Dalit leader). [size=no report]",0,1555409436,IND
5129424,356,IND50450,50450,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India)",6,,,0,60,"Southern Asia",India,Karnataka,Kodagu,Madikeri,Madikeri,12.4242,75.738,1,"Deccan Herald",Subnational,"On 12 Apr, in Madikeri (Kodagu, Karnataka), farmers, including the Karnataka Rajya Raitha Sangha and Hasiru Sene district unit, staged a vehicle rally from Kutta to the deputy commissioner's office demanding the government to address issues such as loan waivers, smuggling of poor-quality peppers, among others. [size=no report]",0,1555409436,IND
5129427,356,IND50449,50449,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India)",6,,,0,60,"Southern Asia",India,Karnataka,Kodagu,Virajpet,Kutta,11.9714,76.0481,1,"Deccan Herald",Subnational,"On 12 Apr, in Madikeri (Kodagu, Karnataka), farmers staged a protest at the Kutta bus shelter and formed a human chain demanding the government to address issues such as loan waivers, smuggling of poor-quality peppers, among others. [size=no report]",0,1555409436,IND
5129434,356,IND50428,50428,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Government of India (2014-); Unidentified Caste Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Faridkot,Faridkot,Faridkot,30.6739,74.7557,1,"Chandigarh Tribune",Subnational,"On 12 April, Panchayat members and upper caste residents of Kauni village demonstrated in front of the SSP office in Faridkot city (Punjab) demanding action against the members of the Valmiki and Mazhabi Sikh community. The demonstrators and other members of the village have been engaged in a dispute over a piece of communal land. [size=no report]",0,1555409436,IND
5129435,356,IND50458,50458,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Health Workers (India)",6,,,0,60,"Southern Asia",India,Tripura,"West Tripura",Agartala,Agartala,23.833,91.2864,1,"Telegraph (India)",National,"On April 12, doctors held a silent march in Agartala city (West Tripura, Tripura), in protest after a resident surgeon at IGM Hospital was dragged by a group of people and severely assaulted, on April 11. The attack came after a pregnant woman died during labour at the hospital. [size=no report]",0,1555409436,IND
5129443,356,IND50439,50439,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"Southern Asia",India,Jharkhand,Dhanbad,Dhanbad,Dhanbad,23.8019,86.4432,1,"Hindustan Times",National,"On 12 April, Congress candidate for the Dhanbad Lok Sabha seat, Kirti Azad faced protests from local Congress workers in Dhanbad city (Jharkhand) over his candidature. [size=no report]",0,1555409436,IND
5129468,356,IND50444,50444,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Labour Group (India)",6,,,0,60,"Southern Asia",India,Rajasthan,Jaipur,Jaipur,Jaipur,26.9142,75.7872,1,"Times of India",National,"On 12 April, public works department contractors launched a protest in Jaipur city (Rajasthan) for non-payment of dues for the works they had done in the past few months. [size=no report]",0,1555409436,IND
5129476,356,IND50431,50431,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Labour Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Ludhiana,Ludhiana,Ludhiana,30.912,75.8537,1,"Chandigarh Tribune",Subnational,"On 12 April, members of the Punjab and UT Employees and Pensioners' Joint Sangarsh Committee demonstrated at Bharat Nagar Chowk Park in Ludhiana city (Punjab) to demand pending dearness allowance and the implementation of the Pay Commission. [size=no report]",0,1555409436,IND
5129477,356,IND50432,50432,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Labour Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Ludhiana,Ludhiana,Ludhiana,30.912,75.8537,1,"Chandigarh Tribune",Subnational,"On 12 April, members of the BSNL Employees Union demonstrated in front of the Bharat Nagar Chowk in Ludhiana city (Punjab) to oppose the voluntary retirement scheme. [size=no report]",0,1555409436,IND
5129479,356,IND50440,50440,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Labour Group (India)",6,,,0,60,"Southern Asia",India,Maharashtra,"Mumbai City","Mumbai City",Mumbai,19.0728,72.8826,1,"Indian Express",National,"On 12 April, Jet Airways' ground staff demonstrated a CSIA airport in Mumbai city (Maharashtra) over the non-payment of salaries. [size=around 500]",0,1555409436,IND
5129480,356,IND50421,50421,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Labour Group (India)",6,,,0,60,"Southern Asia",India,Haryana,Panipat,Panipat,Panipat,29.3874,76.9682,1,"Chandigarh Tribune",Subnational,"On 12 April, members of the Haryana State Anaj Mandi Arhtiyas' Association held a dharna at the grain market in Panipat city (Haryana) to oppose the e-trading and direct payment system. Demonstrators who have been on dharna for the past three days, also shouted slogans against the state government. [size=no report]",0,1555409436,IND
5129494,356,IND50418,50418,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Prisoners (India)",5,"Police Forces of India (2014-) Prison Guards",,1,15,"Southern Asia",India,Haryana,Ambala,Ambala,Ambala,30.3609,76.7978,1,"Chandigarh Tribune",Subnational,"On 12 April, a group of enraged inmates at an observation home in Ambala city (Haryana) damaged property including television sets, CCTV cameras, bulbs and glasses during a clash. Warders were also assaulted in the riot, but no injuries were reported. [size=no report]",0,1555409436,IND
5129498,356,IND50416,50416,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","SAD: Shiromani Akali Dal",5,"Civilians (India)","Journalists (India)",7,57,"Southern Asia",India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,"Chandigarh Tribune",Subnational,"On 12 April, a SAD member and brother of the leader of SAD Delhi, assaulted a journalist in Chandigarh city (Chandigarh) after he was questioned about the Pakistan High Commissioner. [size=2]",0,1555409436,IND
5129501,356,IND50429,50429,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Sikh Group (India); Dalit Caste Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Faridkot,Faridkot,Faridkot,30.6739,74.7557,1,"Chandigarh Tribune",Subnational,"On 12 April, members of the Valmiki (Dalit caste group) and Mazhabi Sikh community demonstrated in front of the SSP office in Faridkot city (Punjab) demanding action against Panchayat members and upper caste residents of Kauni village. The demonstrators and other members of the village have been engaged in a dispute over a piece of communal land. [size=no report]",0,1555409436,IND
5129502,356,IND50423,50423,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Sikh Group (India); UAD: United Akali Dal",6,,,0,60,"Southern Asia",India,"NCT of Delhi","New Delhi",,"Delhi-New Delhi",28.6357,77.2244,1,"Hindustan Times (India)",National,"On 12 April, members of Sikh organisations and United Akali Dal leaders took out a demonstration march from Gurdwara Rakabganj Sahib to the EC headquarters in New Delhi (NCT of Delhi). The demonstrators then demonstrated outside the EC to oppose the transfer of an inspector general of police. [size=no report]",0,1555409436,IND
5129507,356,IND50419,50419,"12 April 2019",2019,1,Riots,"Violent demonstration","Rioters (India)","Students (India)",5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Haryana,Karnal,Karnal,Karnal,29.6919,76.9844,1,"Chandigarh Tribune",Subnational,"On 12 April, scores of ITI students threw stones at police, vandalised an ATM and a tent shop during a demonstration at ITI Chowk on National Highway-44 in Karnal city (Haryana) after a fellow student was run over and died the previous day. Police fired teargas, fired in the air and lathicharged rioters; 26 police personnel and 7 students were injured. [size=scores]",0,1555409436,IND
5129516,356,IND50424,50424,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,"NCT of Delhi","New Delhi",,"Delhi-New Delhi",28.6357,77.2244,1,"Hindustan Times (India)",National,"On 12 April, scores of students from various schools across the city demonstrated outside the Union ministry of environment forest and climate change in Delhi (NCT of Delhi) to oppose climate change. The demonstration is part of the 'Fridays for Future' movement to demonstrate against the inaction of governments to stem climate change. [size=scores]",0,1555409436,IND
5129556,356,IND50447,50447,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","TDP: Telugu Desam Party",5,"Rioters (India)","YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,55,"Southern Asia",India,"Andhra Pradesh",Guntur,Piduguralla,Piduguralla,16.4793,79.8863,2,"New Indian Express",Subnational,"On 12 Apr, in Piduguralla tehsil (Guntur, AP), TDP and YSRCP activists clashed after YSRCP activists attacked a woman who did not exercise her franchise at Jullakallu. 3 YSRCP activists were injured. [size=no report]",0,1555409436,IND
5129574,356,IND50448,50448,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","TDP: Telugu Desam Party",6,,,0,60,"Southern Asia",India,"Andhra Pradesh",Guntur,Tenali,Tenali,16.2425,80.6398,1,"Hans India",Subnational,"On 12 Apr, in Tenali (Guntur, AP), TDP activists, including their candidates, staged a protest at Tenali DSPs office demanding the arrest of a YSRCP candidate (Vemula Nagarjuna) alleging him to be responsible for violence which occurred at a polling booth in Vemuru during the AP general elections. [size=no report]",0,1555409436,IND
5129581,356,IND50451,50451,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","TDP: Telugu Desam Party; YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,"Rioters (India)","YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,55,"Southern Asia",India,"Andhra Pradesh",Kurnool,Adoni,Adoni,15.6278,77.2749,1,"Hans India",Subnational,"On 12 Apr, in Adoni (Kurnool, AP), TDP and YSRCP workers clashed with each other at Old Town over a minor issue at a tea stall, injuring 4. Police intervened to control the situation. [size=no report]",0,1555409436,IND
5129585,356,IND50453,50453,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","TDP: Telugu Desam Party; YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,"Rioters (India)","YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,55,"Southern Asia",India,"Andhra Pradesh",Guntur,Guruzala,Guruzala,16.5573,79.6348,1,"New Indian Express",Subnational,"On 12 Apr, in Guruzala village (Guntur, AP), TDP activists pelted stones at the Satyanarayana Theatre run by YSRCP leaders, who in turn pelted stones on the TDP group. The police resorted to lathi-charge to disperse the clashing groups. [size=no report]",0,1555409436,IND
5129592,356,IND50427,50427,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Teachers (India)",6,,,0,60,"Southern Asia",India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,"Chandigarh Tribune",Subnational,"On 12 April, members of the Democratic Teachers' Front held a demonstration at Ambedkar Park in Bathinda city (Punjab) to demand action against a teacher who allegedly attacked the union president. [size=no report]",0,1555409436,IND
5129593,356,IND50430,50430,"12 April 2019",2019,2,Protests,"Peaceful protest","Protesters (India)","Teachers (India)",6,,,0,60,"Southern Asia",India,Punjab,Ludhiana,Jagraon,Jagraon,30.7878,75.4739,1,"Chandigarh Tribune",Subnational,"Between 6 April and 12 April, LR DAV College teachers held a dharna at the school in Jagraon town (Ludhiana, Punjab) to demand payment of salaries for the past five months. [size=no report]",0,1555409436,IND
5129626,356,IND50420,50420,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India); Civilians (India); Hindu Group (India)",5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Haryana,Panchkula,Panchkula,Panchkula,30.6946,76.8504,1,"Chandigarh Tribune",Subnational,"On 12 April, a policeman was beaten by a group of persons in Panchkula city (Haryana) after he allegedly tried to molest a female devotee at Mansa Devi temple. No injuries were reported. [size=no report]",0,1555409436,IND
5129639,356,IND50446,50446,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,"Civilians (India)",,7,57,"Southern Asia",India,"Andhra Pradesh",Guntur,Piduguralla,Piduguralla,16.4793,79.8863,2,"New Indian Express",Subnational,"On 12 Apr, in Piduguralla tehsil (Guntur, AP), YSRCP activists attacked a woman who did not exercise her franchise at Jullakallu. [size=no report]",0,1555409436,IND
5129653,356,IND50436,50436,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","Dalit Caste Group (India)",7,57,"Southern Asia",India,"Uttar Pradesh",Azamgarh,Lalganj,Nawapura,26.1242,83.0967,1,"Indian Express",National,"On 12 April, unidentified persons vandalised and broke a statue of Ambedkar (former Dalit leader) in Nawapura village (Azamgarh, Uttar Pradesh). [size=no report]",0,1555409436,IND
5129654,356,IND50438,50438,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","Dalit Caste Group (India)",7,57,"Southern Asia",India,"Uttar Pradesh",Jaunpur,Machhlishahr,Machhlishahr,25.6856,82.411,2,"Times of India",National,"On 12 April, unidentified persons vandalised and broke a statue of Ambedkar (former Dalit leader) in Bahauddinpur village in Machhlishahar tehsil (Machhlishahar, Uttar Pradesh). [size=no report]",0,1555409436,IND
5129655,356,IND50452,50452,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","DMK: Dravida Munnetra Kazhagam",7,57,"Southern Asia",India,"Tamil Nadu",Chennai,Chennai,Chennai,13.0878,80.2784,1,"DNA Daily News and Analysis",National,"On 12 Apr, in Chennai (Chennai, TN), unidentified rioters hurled a petrol bomb at a house of a local DMK functionary, damaging a car. No casualties were reported. The AMMK is accused of perpetrating the attack but this has not been confirmed. [size=no report]",0,1555409436,IND
5129696,356,IND50417,50417,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Haryana,Ambala,Ambala,Ambala,30.3609,76.7978,1,"Hindustan Times (India)",National,"On 12 April, a policeman was assaulted and killed by a group of approximately 8 persons wielding sticks in Ambala city (Haryana). Two other persons were injured in the assault, which is believed to be connected to a disagreement from two and half years ago. [size=over 8]",1,1555409436,IND
5129723,356,IND50456,50456,"12 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-) Central Reserve Police Force",,1,15,"Southern Asia",India,"Jammu and Kashmir",Srinagar,"Srinagar North",Srinagar,34.0857,74.8056,1,"Chandigarh Tribune",National,"On 12 Apr, a CRPF trooper was injured when unknown persons threw a petrol bomb at a CRPF bunker in the Gojwara area of Srinagar city (J&K). [size=no report]",0,1555409436,IND
5129745,356,IND50441,50441,"12 April 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Odisha,Balasore,Bhograi,Bhograi,21.6558,87.3553,2,"Orissa TV",National,"On 12 April, villagers held a protest at Janardhan High School in Barbatia village under Bhogarai block in Balasore (Odisha) against the headmaster and physical education teacher of the school for torturing and misbehaving with girl students. [size=no report]",0,1555409436,IND
